Content ID,Contents.Category,Year,Quarter,Month,Day,Index,Reactions_Type.ReactionTypeType,Sum of Reactions_Type.Score,ReactionType
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2020,Qtr 4,November,30,21984,like,50,like
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2020,Qtr 4,December,1,21977,indifferent,20,indifferent
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2020,Qtr 4,December,13,21975,cherish,70,cherish
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2020,Qtr 4,December,15,21959,hate,5,hate
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2020,Qtr 4,December,18,21970,disgust,0,disgust
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2020,Qtr 4,December,25,21983,hate,5,hate
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2020,Qtr 4,December,28,21962,interested,30,interested
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 1,January,1,21949,indifferent,20,indifferent
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 1,January,12,21982,disgust,0,disgust
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 1,January,30,21964,like,50,like
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 1,February,1,21948,like,50,like
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 1,February,7,21954,adore,72,adore
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 1,February,8,21957,want,70,want
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 1,March,9,21965,scared,15,scared
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 1,March,10,21945,dislike,10,dislike
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 1,March,14,21958,worried,12,worried
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 1,March,21,21961,hate,5,hate
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 2,April,7,21968,interested,30,interested
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 2,April,12,21946,dislike,10,dislike
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 2,April,14,21976,dislike,10,dislike
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 2,May,9,21947,like,50,like
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 2,May,15,21972,like,50,like
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 2,June,10,21951,intrigued,45,intrigued
01396602-c759-4a17-90f0-8f9b3ca11b30,Tennis,2021,Qtr 2,June,12,21971,worried,12,worried
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2020,Qtr 2,June,23,19730,scared,15,scared
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2020,Qtr 2,June,25,19725,want,70,want
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2020,Qtr 3,July,19,19726,intrigued,45,intrigued
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2020,Qtr 3,August,30,19734,like,50,like
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2020,Qtr 4,October,12,19727,indifferent,20,indifferent
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2020,Qtr 4,November,15,19733,disgust,0,disgust
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2020,Qtr 4,December,4,19729,disgust,0,disgust
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2020,Qtr 4,December,5,19735,adore,72,adore
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2021,Qtr 1,January,3,19731,adore,72,adore
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2021,Qtr 1,February,6,19728,interested,30,interested
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2021,Qtr 1,March,26,19736,scared,15,scared
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2021,Qtr 2,April,5,19732,peeking,35,peeking
019b61f4-926c-438e-adaf-6119c5eab752,Fitness,2021,Qtr 2,May,8,19737,interested,30,interested
01ab84dd-6364-4236-abbb-3f237db77180,Food,2021,Qtr 2,May,24,103,scared,15,scared
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 2,June,18,13902,interested,30,interested
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 2,June,29,13885,super love,75,super love
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,July,9,13884,intrigued,45,intrigued
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,July,11,13897,indifferent,20,indifferent
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,July,14,13911,adore,72,adore
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,July,14,13913,cherish,70,cherish
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,July,16,13898,adore,72,adore
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,July,18,13894,super love,75,super love
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,July,25,13883,dislike,10,dislike
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,August,2,13896,super love,75,super love
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,August,14,13881,want,70,want
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,August,15,13889,adore,72,adore
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,August,24,13908,cherish,70,cherish
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,August,26,13880,love,65,love
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,August,27,13917,cherish,70,cherish
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,September,8,13909,indifferent,20,indifferent
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,September,17,13910,like,50,like
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 3,September,22,13879,super love,75,super love
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 4,October,4,13893,love,65,love
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 4,October,10,13888,disgust,0,disgust
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 4,October,24,13915,want,70,want
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 4,November,11,13887,like,50,like
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 4,November,15,13878,indifferent,20,indifferent
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 4,November,19,13886,disgust,0,disgust
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 4,November,19,13905,interested,30,interested
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 4,November,21,13914,disgust,0,disgust
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 4,December,11,13891,worried,12,worried
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2020,Qtr 4,December,22,13877,hate,5,hate
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 1,January,4,13912,dislike,10,dislike
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 1,January,5,13892,like,50,like
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 1,January,9,13901,super love,75,super love
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 1,January,24,13904,worried,12,worried
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 1,January,26,13916,indifferent,20,indifferent
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 1,February,15,13900,like,50,like
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 2,April,2,13918,like,50,like
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 2,April,14,13899,like,50,like
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 2,April,18,13876,intrigued,45,intrigued
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 2,May,7,13907,want,70,want
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 2,May,14,13890,disgust,0,disgust
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 2,May,25,13882,heart,60,heart
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 2,May,31,13903,adore,72,adore
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 2,June,4,13895,scared,15,scared
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,Fitness,2021,Qtr 2,June,10,13906,super love,75,super love
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,July,3,18233,disgust,0,disgust
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,July,3,18246,super love,75,super love
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,July,4,18252,intrigued,45,intrigued
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,July,16,18242,hate,5,hate
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,July,24,18260,scared,15,scared
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,July,30,18248,scared,15,scared
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,August,2,18245,heart,60,heart
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,August,8,18256,indifferent,20,indifferent
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,August,16,18255,cherish,70,cherish
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,August,18,18240,love,65,love
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,September,25,18247,interested,30,interested
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 3,September,28,18251,love,65,love
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,October,1,18236,worried,12,worried
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,October,15,18262,intrigued,45,intrigued
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,October,19,18243,hate,5,hate
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,October,28,18249,intrigued,45,intrigued
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,November,1,18266,like,50,like
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,November,2,18235,like,50,like
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,November,7,18232,super love,75,super love
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,November,16,18244,heart,60,heart
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,November,18,18250,adore,72,adore
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,November,23,18259,love,65,love
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,November,27,18237,indifferent,20,indifferent
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2020,Qtr 4,November,27,18263,love,65,love
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 1,January,14,18234,dislike,10,dislike
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 1,January,29,18239,adore,72,adore
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 1,February,5,18261,hate,5,hate
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 1,February,22,18254,indifferent,20,indifferent
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 1,March,11,18258,dislike,10,dislike
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 1,March,30,18257,dislike,10,dislike
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 2,April,18,18264,intrigued,45,intrigued
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 2,May,8,18238,dislike,10,dislike
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 2,May,13,18265,like,50,like
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 2,May,16,18241,like,50,like
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,Science,2021,Qtr 2,May,31,18253,peeking,35,peeking
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 3,August,21,1653,interested,30,interested
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 3,September,22,1680,super love,75,super love
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 3,September,30,1679,interested,30,interested
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,October,6,1654,super love,75,super love
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,October,7,1655,want,70,want
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,October,14,1666,adore,72,adore
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,October,20,1671,adore,72,adore
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,October,20,1681,disgust,0,disgust
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,October,31,1665,intrigued,45,intrigued
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,November,1,1663,like,50,like
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,November,3,1656,hate,5,hate
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,November,23,1667,interested,30,interested
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,November,27,1651,love,65,love
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,December,19,1650,heart,60,heart
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,December,19,1670,heart,60,heart
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,December,21,1669,interested,30,interested
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,December,26,1677,peeking,35,peeking
026973ef-4b73-4901-9160-bc9e04516057,Culture,2020,Qtr 4,December,27,1673,disgust,0,disgust
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 1,January,7,1652,want,70,want
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 1,January,15,1678,peeking,35,peeking
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 1,January,16,1683,cherish,70,cherish
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 1,March,14,1659,interested,30,interested
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 1,March,16,1662,heart,60,heart
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 1,March,22,1664,love,65,love
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,April,2,1657,love,65,love
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,April,4,1676,dislike,10,dislike
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,April,10,1660,want,70,want
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,April,17,1649,interested,30,interested
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,April,30,1658,hate,5,hate
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,April,30,1668,dislike,10,dislike
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,May,3,1674,indifferent,20,indifferent
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,May,10,1682,indifferent,20,indifferent
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,May,24,1672,like,50,like
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,May,29,1684,want,70,want
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,May,30,1661,intrigued,45,intrigued
026973ef-4b73-4901-9160-bc9e04516057,Culture,2021,Qtr 2,June,7,1675,adore,72,adore
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 3,July,7,8885,cherish,70,cherish
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 3,July,23,8886,intrigued,45,intrigued
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 3,August,12,8873,disgust,0,disgust
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 3,August,29,8876,indifferent,20,indifferent
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 3,August,31,8863,like,50,like
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 3,September,17,8877,interested,30,interested
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 3,September,24,8870,indifferent,20,indifferent
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 3,September,24,8881,cherish,70,cherish
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 3,September,30,8887,interested,30,interested
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 3,September,30,8888,interested,30,interested
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 4,November,8,8880,indifferent,20,indifferent
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 4,November,13,8883,like,50,like
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 4,December,10,8875,indifferent,20,indifferent
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 4,December,14,8874,worried,12,worried
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 4,December,16,8865,super love,75,super love
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 4,December,20,8884,indifferent,20,indifferent
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2020,Qtr 4,December,26,8872,want,70,want
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2021,Qtr 1,January,3,8862,hate,5,hate
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2021,Qtr 1,January,24,8866,scared,15,scared
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2021,Qtr 1,February,15,8889,adore,72,adore
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2021,Qtr 1,March,16,8861,love,65,love
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2021,Qtr 1,March,19,8869,peeking,35,peeking
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2021,Qtr 1,March,30,8882,cherish,70,cherish
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2021,Qtr 2,April,7,8867,interested,30,interested
0289b7bc-bc95-4f1d-83fe-9ca662194158,Tennis,2021,Qtr 2,April,7,8868,indifferent,20,indifferent
